9911,28716,306,0,"2019-10-09 13:49:56.690","2019-10-09 14:37:43.717",0,0,B41ED604-D213-452C-9431-84ACC866ECCB,0,0,06,015930019,01,00001
31976,28668,603,0,"2019-10-09 11:46:57.170","2019-10-09 13:56:54.647",0,0,98A54BCD-3018-42BF-B43D-CAF08A0EE6D8,1,0,15,015929238,01,00006
31976,28778,105,,"2019-10-09 14:43:23.463",,,,A0288D6A-BE5B-4A88-9445-C069B94BB132,,,15,015930512,01,00001
9633,28788,501,0,"2019-10-09 14:15:16.537","2019-10-09 15:05:26.910",0,0,D748C2B8-6FEB-497C-87A6-DF46A0742991,0,0,35,015930917,01,00002
9633,28707,604,0,"2019-10-09 11:31:45.107","2019-10-09 12:08:26.473",0,0,F1BE8EA0-A986-434B-BDE8-C85EA203C61B,0,0,02,015929559,01,00002
9911,28667,501,0,"2019-10-09 11:30:31.777","2019-10-09 12:29:13.803",0,0,74048EC8-07BD-4CFF-A947-DA994E93AA54,0,0,33,015911832,01,00009
31976,28668,603,0,"2019-10-09 11:46:57.170","2019-10-09 13:56:54.647",0,0,98A54BCD-3018-42BF-B43D-CAF08A0EE6D8,1,0,07,015929395,01,00002
1397,28671,101,0,"2019-10-09 12:01:35.717","2019-10-09 13:42:19.210",0,0,C9947C7D-3F1F-4B54-B9DC-313C7EF29385,0,0,11,015928881,01,00001
9633,28788,501,0,"2019-10-09 14:15:16.537","2019-10-09 15:05:26.910",0,0,D748C2B8-6FEB-497C-87A6-DF46A0742991,0,0,29,015930791,01,00001
1397,28671,101,0,"2019-10-09 12:01:35.717","2019-10-09 13:42:19.210",0,0,C9947C7D-3F1F-4B54-B9DC-313C7EF29385,0,0,03,015929393,01,00001
10155,28706,505,0,"2019-10-09 12:14:48.137","2019-10-09 13:45:34.450",0,0,A02498B0-2816-49D0-A79D-586FB9891748,0,0,37,015928705,01,00001
10155,28767,403,0,"2019-10-09 13:46:55.847","2019-10-09 14:41:07.507",0,0,9E3AB940-D477-4B30-9F29-15F0BB9F295C,0,0,36,015930176,02,00001
9911,28667,501,0,"2019-10-09 11:30:31.777","2019-10-09 12:29:13.803",0,0,74048EC8-07BD-4CFF-A947-DA994E93AA54,0,0,35,015928682,01,00003
2121,28731,114,,"2019-10-09 12:21:26.040",,,,00458863-54DF-4563-9B17-FC473DC0B17D,,,05,015930129,01,00001
